Geneid	Chr	Start	End	Strand	Length	...data.ly_2024.ribo.chx.SRR24230465Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230467Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230469Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230471Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230480Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230482Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230464Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230468Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230470Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230481Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230483Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230485Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230462Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230466Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230472Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230474Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230477Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230479Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230463Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230473Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230475Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230476Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230478Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230484Aligned.sortedByCoord.out.bam
33078	ENSG00000120594.17	chr10	20281248	20281293	+	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14512	ENSG00000116489.13	chr1	112671298	112671344	+	47	0	1	3	0	3	3	3	2	4	9	3	7	3	33	12	18	14	74	19	22	22	24	21	29
100798	ENSG00000159495.8	chr15	43276455	43302250	-	25796	0	0	0	0	1	0	0	1	5	1	0	0	0	0	1	2	0	1	1	1	0	2	0	1
3096	ENSG00000133216.17	chr1	22914997	22915074	+	78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
163502	ENSG00000125629.16	chr2	118109472	118109492	+	21	0	0	0	2	0	0	0	0	0	2	0	0	3	2	1	3	2	4	0	0	0	0	5	1
21446	ENSG00000120370.14	chr1	170532224	170552462	+	20239	185	172	108	106	256	252	60	66	143	295	113	181	83	126	52	78	36	102	73	63	69	81	40	71
82540	ENSG00000080618.17	chr13	46053288	46053305	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6439	ENSG00000116990.12	chr1	39897195	39897248	-	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216103	ENSG00000080493.19	chr4	71569536	71569595	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268118	ENSG00000106244.13	chr7	99396333	99396338	-	6	3	1	0	0	0	0	5	6	1	2	8	3	4	9	6	14	12	42	3	7	8	10	16	26
210836	ENSG00000185818.8	chr4	2065803	2065817	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	6	2	5	4	2	3	3	2	2
278933	ENSG00000206579.10	chr8	55524292	55524321	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245554	ENSG00000204642.14	chr6	29728837	29728965	+	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213154	ENSG00000109790.18	chr4	39062519	39062524	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211219	ENSG00000181215.17	chr4	5900530	5900668	-	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34515	ENSG00000165512.5	chr10	45004256	45004353	+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167511	ENSG00000123600.21	chr2	171319208	171319213	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	2	0
281757	ENSG00000104325.7	chr8	90052758	90052811	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52037	ENSG00000204922.5	chr11	62673403	62673472	+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	1	0	1	1	0
142496	ENSG00000197044.11	chr19	11783686	11783735	+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
125742	ENSG00000108306.13	chr17	39257890	39257922	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0
297744	ENSG00000205667.3	chrX	3033390	3033479	+	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150563	ENSG00000161551.15	chr19	51886826	51886864	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256939	ENSG00000118491.10	chr6	143843478	143937719	+	94242	1049	762	565	660	1356	1295	375	539	1105	1387	723	730	193	350	184	262	130	370	268	180	252	264	180	211
209983	ENSG00000163960.13	chr3	196354480	196354512	-	33	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2	1	5	10	3	7	7	10	7	4
60034	ENSG00000197125.3	chr11	124438856	124439295	-	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86773	ENSG00000176253.4	chr14	20034957	20036020	-	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73624	ENSG00000070961.17	chr12	89589849	89589869	-	21	1	1	0	0	1	1	1	2	4	1	0	4	4	14	4	6	4	7	2	4	6	10	1	6
102458	ENSG00000138594.14	chr15	51914240	51914368	+	129	0	1	1	0	0	0	0	0	0	0	0	0	5	6	2	6	3	7	2	2	2	6	3	5
93884	ENSG00000177108.5	chr14	77140594	77140620	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245401	ENSG00000243729.5	chr6	29355230	29356195	-	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93047	ENSG00000119711.13	chr14	74059052	74059081	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221904	ENSG00000151012.13	chr4	138171344	138171423	-	80	0	0	0	0	0	1	0	1	0	0	0	0	1	6	6	3	3	28	2	5	4	2	6	10
35374	ENSG00000177613.9	chr10	51696001	51696045	-	45	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	4
242514	ENSG00000146063.20	chr5	181235596	181235625	+	30	0	0	1	0	0	0	0	0	2	0	3	0	2	5	2	2	3	6	1	3	0	3	4	1
220873	ENSG00000164109.14	chr4	120056520	120056525	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149060	ENSG00000010310.9	chr19	45683519	45683530	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
283571	ENSG00000164841.5	chr8	108782331	108782339	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53991	ENSG00000021300.14	chr11	73662274	73662297	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
83085	ENSG00000152213.4	chr13	49633703	49633725	+	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231663	ENSG00000145692.15	chr5	79131448	79131532	+	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31093	ENSG00000177212.4	chr1	248270079	248270090	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207232	ENSG00000154310.17	chr3	171060050	171060055	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82374	ENSG00000133112.17	chr13	45333616	45333700	-	85	0	1	0	0	0	0	0	0	0	0	0	0	4	3	0	2	0	0	2	2	2	2	1	0
180513	ENSG00000158901.12	chr20	45551803	45551865	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137341	ENSG00000134046.12	chr18	54152225	54152239	-	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11665	ENSG00000197147.15	chr1	89593393	89593430	+	38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1
295640	ENSG00000169155.10	chr9	126808873	126808881	+	9	8	9	5	4	16	7	5	10	9	22	7	15	3	1	2	1	1	3	1	4	3	1	0	0
9242	ENSG00000185483.13	chr1	64180984	64181007	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
19118	ENSG00000173285.5	chr1	158461842	158461856	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211837	ENSG00000038219.13	chr4	13569898	13569912	-	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	4	0	1
81234	ENSG00000133083.15	chr13	35772136	35772168	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96254	ENSG00000165959.12	chr14	95182462	95182509	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2
122995	ENSG00000108641.20	chr17	19335307	19335324	-	18	0	0	0	0	0	0	0	0	2	1	0	0	3	3	0	2	1	0	0	2	2	2	2	2
265483	ENSG00000049540.19	chr7	74069876	74069901	+	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
706	ENSG00000158292.7	chr1	6247717	6247773	-	57	0	0	0	0	0	0	0	0	2	0	0	0	2	6	1	2	5	7	0	10	0	7	6	2
98427	ENSG00000227717.5	chr15	28553629	28561379	+	7751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137096	ENSG00000141639.12	chr18	50730105	50730134	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240890	ENSG00000168246.6	chr5	172209808	172209816	-	9	0	0	0	0	0	0	0	0	0	4	0	1	0	3	1	0	3	0	1	1	4	0	1	3
297518	ENSG00000181090.21	chr9	137869191	137869220	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228250	ENSG00000083720.13	chr5	41730514	41730604	-	91	0	1	1	0	3	1	0	1	4	0	0	6	10	29	11	23	15	31	14	15	21	22	32	39
307143	ENSG00000009694.14	chrX	124376644	124376649	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52671	ENSG00000133884.11	chr11	65353409	65353507	+	99	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0
32457	ENSG00000065809.14	chr10	14520392	14520400	-	9	0	0	0	0	0	1	0	0	0	5	1	4	2	2	1	5	1	7	1	3	1	1	1	7
73325	ENSG00000182050.14	chr12	85970171	85970240	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230859	ENSG00000171617.16	chr5	74628252	74628296	-	45	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
86273	ENSG00000126226.22	chr13	113178035	113178070	-	36	1	0	0	1	0	1	1	0	0	0	0	2	8	18	7	6	6	26	11	10	11	10	3	11
33770	ENSG00000150054.19	chr10	28053259	28053309	-	51	0	0	1	1	0	0	0	0	2	0	0	2	2	5	1	4	2	4	4	1	1	0	1	3
162311	ENSG00000196228.5	chr2	108247195	108265351	+	18157	1	1	1	0	0	3	2	4	31	4	1	21	2	0	0	0	1	0	0	1	3	1	3	0
284859	ENSG00000212993.6	chr8	127419836	127419934	+	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111408	ENSG00000103342.13	chr16	11869641	11869682	-	42	1	1	0	0	0	0	1	0	0	0	0	0	1	3	0	3	1	1	2	2	1	3	1	1
185145	ENSG00000160179.20	chr21	42301069	42301257	+	189	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
13589	ENSG00000134243.12	chr1	109311944	109312012	-	69	0	0	0	0	0	0	1	0	0	2	2	6	5	10	0	5	5	6	8	4	4	4	7	6
132629	ENSG00000173821.20	chr17	80394930	80394965	+	36	0	0	1	1	0	0	0	0	2	0	0	0	3	1	1	4	2	12	6	1	4	1	5	3
201175	ENSG00000181722.18	chr3	114321569	114321586	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
189191	ENSG00000128268.12	chr22	39492083	39492112	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240617	ENSG00000184347.16	chr5	168665322	168665526	-	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724	ENSG00000187017.18	chr1	6424902	6424925	+	24	8	4	0	1	1	1	11	14	7	10	7	3	0	1	1	2	0	0	0	0	0	0	1	0
67842	ENSG00000135443.8	chr12	52360023	52360067	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27803	ENSG00000215817.9	chr1	219608814	219608864	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270182	ENSG00000077063.11	chr7	117710689	117710807	-	119	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
34566	ENSG00000165406.16	chr10	45457714	45457737	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290861	ENSG00000165105.10	chr9	82980040	82980078	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174823	ENSG00000185404.17	chr2	230402909	230402978	+	70	0	0	0	1	0	0	0	0	2	3	0	0	3	2	1	5	5	2	2	2	1	2	0	1
214309	ENSG00000145246.14	chr4	47592013	47592024	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
215952	ENSG00000018189.13	chr4	70806951	70807115	+	165	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0
206209	ENSG00000197980.14	chr3	156827063	156827077	+	15	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	1	0
204716	ENSG00000120756.13	chr3	142664238	142712007	+	47770	306	207	206	184	742	626	144	217	470	1543	273	652	54	75	131	124	72	136	61	105	54	119	158	301
50636	ENSG00000284732.1	chr11	56461700	56461779	-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24667	ENSG00000118200.16	chr1	200859691	200859696	+	6	0	0	0	0	1	0	0	1	0	1	0	2	1	5	3	4	4	12	4	1	4	3	2	1
72980	ENSG00000111058.8	chr12	81260464	81260577	+	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287814	ENSG00000107105.15	chr9	23691910	23691921	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271620	ENSG00000155530.4	chr7	134264238	134264273	+	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245530	ENSG00000204657.4	chr6	29589739	29589744	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231040	ENSG00000113161.17	chr5	75360423	75360462	+	40	0	0	1	0	1	0	2	1	5	0	0	2	12	15	1	5	2	6	15	4	19	8	10	6
234563	ENSG00000092421.17	chr5	116445940	116445948	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54637	ENSG00000179240.13	chr11	76413722	76413784	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235329	ENSG00000186687.16	chr5	131201828	131201854	+	27	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	8	0	1	0	2	0	1
4538	ENSG00000120656.14	chr1	28589396	28589401	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85519	ENSG00000134864.11	chr13	100530438	100530476	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270359	ENSG00000106025.9	chr7	120787758	120787763	-	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0
39156	ENSG00000198060.10	chr10	92351745	92351841	+	97	0	0	1	0	0	2	0	1	0	3	1	1	8	10	7	11	7	26	4	7	13	11	12	5
158750	ENSG00000204923.4	chr2	68463978	68464093	-	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
182839	ENSG00000180530.11	chr21	14968425	14968433	-	9	0	0	0	0	0	0	1	0	2	2	0	2	0	2	0	0	0	1	1	0	0	0	0	1
91359	ENSG00000139973.18	chr14	62106732	62106743	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115161	ENSG00000177200.18	chr16	53326399	53326407	+	9	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	2	1	0	1	0
91129	ENSG00000100625.9	chr14	60710894	60711053	-	160	0	0	0	0	0	0	0	0	1	0	0	2	1	4	1	1	5	14	2	4	4	1	2	5
227368	ENSG00000113456.20	chr5	34908531	34908572	-	42	0	0	0	0	0	1	0	0	1	1	0	2	2	6	4	6	8	25	8	3	3	10	13	6
140067	ENSG00000180448.11	chr19	1066026	1086006	+	19981	124	72	76	56	72	54	95	113	226	220	145	97	159	227	145	179	88	166	174	151	153	158	73	126
231484	ENSG00000132842.16	chr5	77999084	77999104	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106217	ENSG00000169410.11	chr15	75464695	75464745	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293187	ENSG00000106771.13	chr9	109016185	109016211	-	27	0	1	2	1	0	0	0	1	0	3	0	2	4	3	1	2	3	9	3	3	2	3	5	6
268434	ENSG00000106330.12	chr7	100612792	100615183	+	2392	50	51	31	41	91	64	36	31	52	101	27	68	12	17	6	21	33	44	14	13	14	21	26	31
297041	ENSG00000085265.12	chr9	134907772	134907789	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76652	ENSG00000111275.13	chr12	111811674	111811703	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207606	ENSG00000177694.16	chr3	175806433	175806459	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157845	ENSG00000143947.15	chr2	55235641	55235710	+	70	1	0	1	0	0	1	0	0	0	1	2	0	0	4	3	1	1	9	2	2	4	2	1	5
284140	ENSG00000177570.15	chr8	118191960	118191982	-	23	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
89616	ENSG00000186469.9	chr14	51969505	51969516	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140048	ENSG00000116017.11	chr19	975893	975904	+	12	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	0	1	0	1	0	1
150613	ENSG00000197619.15	chr19	51991967	51991978	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92131	ENSG00000100568.11	chr14	67648135	67648275	-	141	1	0	1	0	4	5	0	3	0	6	0	2	1	6	3	0	3	4	0	3	2	8	5	8
101011	ENSG00000140259.7	chr15	43804794	43804826	-	33	0	0	0	0	0	0	0	0	2	4	0	3	2	2	2	3	1	16	4	2	1	7	13	5
176041	ENSG00000176720.6	chr2	241573565	241573621	+	57	0	0	0	2	0	4	0	0	1	9	1	0	0	1	1	0	2	5	0	1	3	5	3	2
50129	ENSG00000165915.14	chr11	47416264	47416293	+	30	0	0	1	0	0	0	0	0	0	0	0	1	1	2	2	2	1	3	0	1	1	1	1	1
147481	ENSG00000128016.8	chr19	39408770	39408814	+	45	0	0	0	0	1	0	0	0	0	1	0	0	1	8	1	0	0	3	3	2	2	0	2	3
104931	ENSG00000137809.17	chr15	68301805	68302194	-	390	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0
206393	ENSG00000213186.8	chr3	160448866	160448901	-	36	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0
29348	ENSG00000162946.24	chr1	232039896	232039945	+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180018	ENSG00000124191.18	chr20	44069390	44069593	+	204	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	2	4	9	1	1	1	1	6	7
305232	ENSG00000080572.14	chrX	107212876	107243298	+	30423	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	0	1	2
303485	ENSG00000078589.13	chrX	78961869	78961904	+	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69461	ENSG00000170426.2	chr12	56923624	56923662	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222998	ENSG00000145425.10	chr4	151099653	151104593	+	4941	23	22	38	43	28	13	15	18	68	57	38	34	130	220	77	146	18	43	136	129	158	148	15	26
33976	ENSG00000165322.18	chr10	31806430	31806502	-	73	0	0	0	1	0	0	0	0	3	4	0	2	1	1	1	3	0	1	1	9	2	4	3	4
289499	ENSG00000137142.5	chr9	38406892	38406897	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250971	ENSG00000005700.15	chr6	82170747	82170896	-	150	0	0	0	0	0	1	0	0	1	1	2	1	8	13	8	6	12	37	7	11	12	13	15	11
301918	ENSG00000102349.18	chrX	56287432	56287446	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73919	ENSG00000173598.14	chr12	93403750	93403761	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
179438	ENSG00000101335.10	chr20	36550926	36551077	+	152	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	2	0	0	2	1	0	1	1	0
25093	ENSG00000133067.18	chr1	202319700	202319714	+	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
159550	ENSG00000116127.20	chr2	73615344	73624699	+	9356	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	2	2	1	4	2	1	1	0	0
172885	ENSG00000078018.22	chr2	209733649	209733657	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248169	ENSG00000172426.16	chr6	43672086	43672157	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
282322	ENSG00000164938.14	chr8	94928983	94929024	-	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257538	ENSG00000120256.11	chr6	149820503	149820517	-	15	0	0	0	0	0	0	0	0	0	0	0	2	1	6	0	0	1	15	4	2	4	9	3	2
106606	ENSG00000173517.11	chr15	77104963	77105019	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160581	ENSG00000153561.13	chr2	86777040	86777078	+	39	1	0	0	0	2	1	2	1	0	0	6	5	2	4	4	3	7	23	2	3	0	6	6	8
189873	ENSG00000183066.15	chr22	42032579	42032584	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157779	ENSG00000214595.13	chr2	54971562	54971570	+	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0
41993	ENSG00000151532.15	chr10	112816760	112816810	+	51	0	0	0	0	0	1	0	0	2	0	0	0	0	4	0	2	1	12	1	1	2	1	4	1
14798	ENSG00000163349.22	chr1	113975880	113975924	+	45	0	1	2	0	2	0	0	1	1	4	2	0	2	8	6	1	10	19	5	6	5	8	10	9
208572	ENSG00000114859.16	chr3	184346606	184361479	-	14874	80	50	52	43	86	80	44	47	92	183	60	69	78	94	50	66	43	41	83	51	66	60	34	41
149518	ENSG00000105392.17	chr19	47841111	47841125	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308201	ENSG00000102241.12	chrX	136512097	136512182	+	86	0	0	0	1	5	2	0	0	3	9	1	14	7	13	5	8	10	18	4	12	12	8	19	14
272101	ENSG00000105929.16	chr7	138706624	138771247	-	64624	114	90	59	78	102	94	106	118	169	272	108	111	116	147	66	104	19	56	125	100	116	97	26	46
278107	ENSG00000147536.12	chr8	41543628	41543684	+	57	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	3	5	7	2	1	3	4	5	6
242537	ENSG00000137265.16	chr6	408578	408598	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97436	ENSG00000126214.22	chr14	103713544	103713564	+	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0
289608	ENSG00000106714.18	chr9	39069513	39069518	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244778	ENSG00000181315.11	chr6	26635017	26635139	-	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283426	ENSG00000154188.10	chr8	107250199	107250221	-	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218252	ENSG00000185477.6	chr4	89237684	89237939	-	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155254	ENSG00000163792.6	chr2	27154092	27154121	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91876	ENSG00000070182.21	chr14	64749020	64749208	-	189	0	0	1	0	0	1	1	1	3	0	1	0	1	4	4	5	0	0	3	5	3	4	3	0
51245	ENSG00000172324.6	chr11	59421336	59421548	-	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12388	ENSG00000023909.10	chr1	93887941	93887988	-	48	0	3	0	0	0	1	0	2	0	2	0	2	2	15	2	4	2	11	5	4	11	8	7	7
